Universitas,Prodi,Rank,text
universitas maritim amni,ketatalaksanaan pelayaran niaga dan kepelabuhan,999.0,Commerce and Port Shipping Management
universitas bina nusantara,sastra cina,10.0,Chinese literature
universitas brawijaya,perencanaan wilayah dan kota,9.0,Regional and City Planning
universitas islam negeri imam bonjol padang,ilmu alquran dan tafsir,999.0,Quranic science and interpretation
universitas al asyariah mandar,agroteknologi,999.0,agrotechnology
universitas pertiwi,desain komunikasi visual,999.0,visual communication design
universitas pertahanan,kimia,999.0,chemistry
universitas pertahanan,matematika,999.0,mathematics
universitas islam negeri sultan maulana hasanuddin banten,asuransi syariah,999.0,Sharia Insurance
universitas negeri padang,statistika,21.0,statistics
universitas pattimura,matematika,999.0,mathematics
universitas islam bandung,akuntansi,999.0,accountancy
universitas koperasi indonesia,akuntansi,999.0,accountancy
universitas negeri makassar,administrasi bisnis,999.0,business Administration
sekolah tinggi ilmu ekonomi mulia darma pratama,manajemen,999.0,management
universitas hindu negeri i gusti bagus sugriwa denpasar,kewirausahaan,999.0,entrepreneurship
universitas mega buana palopo,kewirausahaan,999.0,entrepreneurship
institut administrasi dan kesehatan setih setio muara bungo,ilmu administrasi niaga,999.0,Commerce Administration Science
institut teknologi dan bisnis arungpalakka,bisnis digital,999.0,digital business
institut digital ekonomi lpkia,administrasi bisnis,999.0,business Administration
iain kendari,manajemen bisnis syariah,999.0,Sharia Business Management
universitas muhammadiyah kalimantan timur,akuntansi,999.0,accountancy
stai nida el adabi parung panjang bogor,manajemen bisnis syariah,999.0,Sharia Business Management
universitas ichsan sidenreng rappang,manajemen,999.0,management
sekolah tinggi sains islam bina cendekia utama cirebon,ekonomi syariah,999.0,Islamic economy
universitas sumatera utara,gizi,14.0,Nutrition
sekolah tinggi ilmu kesehatan bhakti pertiwi luwu raya,farmasi,999.0,Pharmacy
sekolah tinggi ilmu farmasi riau,farmasi,999.0,Pharmacy
politeknik kesehatan kementerian kesehatan malang,kebidanan,999.0,midwifery
politeknik kesehatan kementerian kesehatan bengkulu,teknologi laboratorium medis,999.0,Medical Laboratory Technology
politeknik prasetiya mandiri,komputerisasi akuntansi,999.0,computerized accounting
universitas udayana,keperawatan,999.0,nursing
universitas sebelas april,kesehatan masyarakat,999.0,public health
universitas perintis indonesia,keperawatan,999.0,nursing
universitas aisyah pringsewu,farmasi,999.0,Pharmacy
universitas aisyiyah yogyakarta,gizi,999.0,Nutrition
sekolah tinggi ilmu kesehatan mitra ria husada jakarta,kesehatan masyarakat,999.0,public health
politeknik kesehatan kementerian kesehatan kupang,keperawatan,999.0,nursing
politeknik kesehatan kementerian kesehatan denpasar,sanitasi lingkungan,999.0,environmental sanitation
politeknik kesehatan kementerian kesehatan denpasar,sanitasi,999.0,sanitation
politeknik kesehatan kementerian kesehatan bengkulu,gizi,999.0,Nutrition
politeknik kesehatan kementerian kesehatan bengkulu,sanitasi,999.0,sanitation
politekknik kesehatan kementerian kesehatan riau,keperawatan,999.0,nursing
universitas sari mutiara indonesia,kebidanan,999.0,midwifery
universitas muhammadiyah surabaya,pendidikan dokter,999.0,doctor's education
universitas airlangga,keperawatan,4.0,nursing
politeknik kesehatan kementerian kesehatan kendari,gizi,999.0,Nutrition
sekolah tinggi agama kristen nabire,teologi,999.0,theology
politeknik omna trisakti chandra,pengelolaan pariwisata global,999.0,Global Tourism Management
institut seni indonesia surakarta,arsitektur,999.0,architecture
institut seni indonesia surakarta,tata kelola seni,999.0,art governance
institut seni indonesia surakarta,destinasi pariwisata,999.0,tourism destination
universitas lambung mangkurat,antropologi,999.0,anthropology
universitas insaniah sumatera utara,hukum tatan negara,999.0,State law law
universitas insaniah sumatera utara,hukum pidana islam,999.0,Islamic criminal law
universitas sulawesi barat,sumber daya akuatik,999.0,Aquatic resources
politeknik prasetiya mandiri,teknik otomotif,999.0,Automotive Engineering
politeknik prasetiya mandiri,administrasi niaga,999.0,commercial administration
politeknik prasetiya mandiri,akuntansi,999.0,accountancy
sekolah tinggi agama kristen sabda holistik malang,terapan ministri kristen,999.0,Applied Christian ministry
politeknik bombana,pengelolaan perkebunan,999.0,plantation management
universitas mathla ul anwar,teknologi pangan,999.0,Food Technology
politeknik bisnis dan pasar modal,manajemen aktuaria,999.0,Actuarial management
universitas prima indonesia,arsitektur,999.0,architecture
universitas ichsan gorontalo utara,ilmu hukum,999.0,Legal studies
stih litigasi,ilmu hukum,999.0,Legal studies
universitas bali internasional,hubungan internasional,999.0,International Relations
universitas hasanuddin,agribisnis pangan,11.0,Food Agribusiness
sekolah tinggi agama islam sidogiri pasuruan,psikologi islam,999.0,Islamic psychology
universitas al washliyah darussalam banda aceh,agribisnis,999.0,agribusiness
universitas al washliyah darussalam banda aceh,agroteknologi,999.0,agrotechnology
universitas adiwangsa jambi,hukum,999.0,law
institut pertanian bogor,smart agriculture,5.0,smart agriculture
politeknik prasetiya mandiri,usaha perjalanan wisata,999.0,travel agent
universitas citra bangsa,pengelolaan perhotelan,999.0,Hospitality management
universitas islam syarifuddin lumajang,manajemen dakwah,999.0,Da'wah management
universitas islam syarifuddin lumajang,komunikasi dan penyiaran islam,999.0,Islam communication and broadcasting
universitas jenderal soedirman,sastra indonesia,999.0,Indonesian Literature
universitas sebelas maret,penyuluhan dan komunikasi pertanian,13.0,counseling and agricultural communication
universitas atma jaya yogyakarta,hukum,999.0,law
universitas islam negeri fatmawati sukarno bengkulu,hukum ekonomi syariah,999.0,Islamic economic law
universitas merdeka pasuruan,agroteknologi,999.0,agrotechnology
universitas bina darma,sastra inggris,999.0,English literature
sekolah tinggi teologi abdi gusti nganjuk,teologi,999.0,theology
universitas islam indonesia,hukum keluarga,25.0,Family law
universitas riau,pemanfaatan sumber daya perikanan,999.0,utilization of fisheries resources
universitas pakuan,ilmu hukum,999.0,Legal studies
universitas islam syarifuddin lumajang,bimbingan dan konseling islam,999.0,Islamic guidance and counseling
universitas musi rawas,administrasi publik,999.0,Public Administration
universitas dharma wacana,sistem informasi,999.0,information Systems
universitas gadjah mada,bahasa dan sastra indonesia,2.0,Indonesian language and literature
universitas brawijaya,arsitektur,9.0,architecture
universitas diponegoro,perikanan tangkap,8.0,capture fisheries
universitas negeri jakarta,sastra indonesia,999.0,Indonesian Literature
universitas 17 agustus 1945 cirebon,perhotelan,999.0,hospitality
universitas suryakancana,ilmu hukum,999.0,Legal studies
universitas airlangga,psikologi,4.0,psychology
universitas airlangga,ilmu hukum,4.0,Legal studies
universitas gadjah mada,bahasa,2.0,language
universitas gadjah mada,bahasa dan kebudayaan jepang,2.0,Japanese language and culture
universitas dharma wacana,administrasi publik,999.0,Public Administration
universitas dharma wacana,agroteknologi,999.0,agrotechnology
universitas djuanda,peternakan,999.0,farm
stmik pranata indonesia,sistem informasi,999.0,information Systems
institut kesehatan immanuel,ilmu gizi,999.0,Nutrition Science
universitas safin pati,kebidanan,999.0,midwifery
universitas nusa cendana,biologi,999.0,biology
universitas nusa cendana,matematika,999.0,mathematics
universitas taruna bakti,rekayasa logistik,999.0,logistics engineering
politeknik ubaya,akuntansi,999.0,accountancy
universitas widyatama,akuntansi,999.0,accountancy
universitas gunadarma,manajemen,999.0,management
politeknik negeri bali,manajemen bisnis internasional,999.0,International Business Management
sekolah tinggi ilmu ekonomi pgri dewantara,akuntansi,999.0,accountancy
universitas muhammadiyah semarang,manajemen,999.0,management
universitas islam negeri sayyid ali rahmatullah tulungagung,manajemen keuangan syariah,999.0,Islamic financial management
politeknik tunas pemuda,akuntansi perpajakan,999.0,Tax Accounting
sekolah tinggi agama islam al bayan sulawesi selatan,ekonomi syariah,999.0,Islamic economy
institut nahdlatul ulama tasikmalaya,ekonomi syariah,999.0,Islamic economy
universitas katolik indonesia atma jaya,akuntansi,20.0,accountancy
universitas bina nusantara,manajemen,10.0,management
stie ibek pangkalpinang bangka,akuntansi,999.0,accountancy
universitas pendidikan muhammadiyah sorong,manajemen,999.0,management
institut administrasi dan kesehatan setih setio muara bungo,bisnis digital,999.0,digital business
universitas katolik widya mandala surabaya,kewirausahaan,999.0,entrepreneurship
sekolah tinggi ilmu ekonomi bank bpd jawa tengah,akuntansi,999.0,accountancy
politeknik prestasi prima,manajemen pemasaran,999.0,marketing Management
universitas bima sakapenta,manajemen,999.0,management
universitas bima sakapenta,akuntansi,999.0,accountancy
universitas langlang buana,bisnis digital,999.0,digital business
universitas islam negeri arraniry banda aceh,manajemen bisnis syariah,999.0,Sharia Business Management
stai mahad aly alhikam malang,ekonomi syariah,999.0,Islamic economy
universitas bhakti husada indonesia,bisnis digital,999.0,digital business
universitas bina bangsa,bisnis digital,999.0,digital business
sekolah tinggi ilmu kesehatan st elisabeth keuskupan maumere,informatika medis,999.0,Medical Informatics
sekolah tinggi ilmu kesehatan widya dharma husada tangerang,farmasi,999.0,Pharmacy
universitas papua,kesehatan hewan,999.0,animal health
sekolah tinggi ilmu kesehatan widya dharma husada tangerang,farmasi klinik dan komunitas,999.0,clinical pharmacy and community
sekolah tinggi ilmu kesehatan karya husada kediri,keperawatan,999.0,nursing
universitas negeri padang,kimia,21.0,chemistry
universitas widya nusantara,gizi,999.0,Nutrition
universitas sriwijaya,gizi,999.0,Nutrition
universitas sipatokkong mambo,gizi,999.0,Nutrition
universitas sipatokkong mambo,kebidanan,999.0,midwifery
universitas singaperbangsa karawang,farmasi,999.0,Pharmacy
universitas aufa royhan,farmasi,999.0,Pharmacy
universitas andi sudirman,kebidanan,999.0,midwifery
universitas andalas,kebidanan,24.0,midwifery
sekolah tinggi ilmu kesehatan nani hasanuddin,kebidanan,999.0,midwifery
sekolah tinggi ilmu kesehatan mitra adiguna,ilmu keperawatan,999.0,nursing Science
sekolah tinggi ilmu kesehatan karya husada kediri,kebidanan,999.0,midwifery
politeknik kesehatan bakti sumba,manajemen informasi kesehatan,999.0,Health Information Management
akademi kebidanan medica bakti persada,kebidanan,999.0,midwifery
universitas pgri adi buana surabaya,biologi,999.0,biology
universitas pakuan,biologi,999.0,biology
universitas negeri malang,bioteknologi,22.0,Biotechnology
universitas negeri malang,fisika,22.0,physics
universitas pattimura,kimia,999.0,chemistry
universitas pattimura,statistika,999.0,statistics
universitas sumatera utara,biologi,14.0,biology
universitas taruna bakti,sains data,999.0,data science
universitas taruna bakti,informatika,999.0,Informatics
universitas strada indonesia,farmasi,999.0,Pharmacy
universitas respati indonesia,kesehatan masyarakat,999.0,public health
universitas ngudi waluyo,farmasi,999.0,Pharmacy
universitas nahdlatul ulama sumatera utara,ilmu gizi,999.0,Nutrition Science
universitas nahdlatul ulama kalimantan timur,farmasi,999.0,Pharmacy
universitas muhammadiyah mataram,farmasi,999.0,Pharmacy
universitas islam malang,kedokteran,999.0,medical
universitas bangka belitung,kedokteran,999.0,medical
universitas aisyah pringsewu,rekam medis dan informasi kesehatan,999.0,medical records and health information
sekolah tinggi ilmu kesehatan tanawali takalar,kebidanan,999.0,midwifery
sekolah tinggi ilmu kesehatan samarinda,farmasi,999.0,Pharmacy
sekolah tinggi ilmu kesehatan makassar,kebidanan,999.0,midwifery
sekolah tinggi ilmu kesehatan bina bangsa majene,keperawatan,999.0,nursing
sekolah tinggi ilmu kesehatan abdi persada banjarmasin,administrasi rumah sakit,999.0,hospital administration
politeknik kesehatan kementerian kesehatan pontianak,keselamatan dan kesehatan kerja,999.0,occupational Health and Safety
politeknik kesehatan kementerian kesehatan palembang,gizi,999.0,Nutrition
politeknik kesehatan kementerian kesehatan palangkaraya,gizi,999.0,Nutrition
politeknik kesehatan kementerian kesehatan aceh,terapi gigi,999.0,dental therapy
universitas islam kh achmad muzakki syah,pendidikan guru madrasah ibtidaiyah,999.0,Madrasah Ibtidaiyah Teacher Education
sekolah tinggi agama islam imam asy syafii pekanbaru,pendidikan bahasa arab,999.0,Arabic education
sekolah tinggi agama islam syaichona moh cholil bangkalan,manajemen pendidikan islam,999.0,Management of Islamic Education
universitas pejuang republik indonesia,pendidikan kepelatihan olahraga,999.0,Sports Coaching Education
institut agama islam asadiyah sengkang,pendidikan bahasa arab,999.0,Arabic education
sekolah tinggi agama islam alistiqamah ngatabaru,pendidikan agama islam,999.0,Islamic Religious Education
universitas islam negeri mataram,pendidikan bahasa arab,999.0,Arabic education
universitas negeri gorontalo,pendidikan guru pendidikan anak usia dini,999.0,Teacher Education Early Childhood Education
universitas islam negeri sultan maulana hasanuddin banten,tadris bahasa inggris,999.0,English Tadris
institut agama islam darul amal lampung,tadris bahasa inggris,999.0,English Tadris
institut agama islam tebo,pendidikan agama islam,999.0,Islamic Religious Education
universitas islam darul ulum,pendidikan agama islam,999.0,Islamic Religious Education
sekolah tinggi teologi marturia palu,pendidikan agama kristen,999.0,Christian Religious Education
universitas islam negeri sultan maulana hasanuddin banten,pendidikan agama islam,999.0,Islamic Religious Education
sekolah tinggi agama islam kh muhammad ali shodiq,pendidikan bahasa arab,999.0,Arabic education
institut almaarif way kanan,pendidikan guru madrasah ibtidaiyah,999.0,Madrasah Ibtidaiyah Teacher Education
universitas muhammadiyah metro,pendidikan islam anak usia dini,999.0,Early Childhood Islamic Education
universitas sebelas maret,pendidikan teknik informatika komputer,13.0,Computer Informatics Engineering Education
